"title", price, sold, size, url
"Stio Thermop Fleece Snap Shirt", $40, Sold, M, https://poshmark.com/listing/Stio-Thermop-Fleece-Snap-Shirt-5e978ec388cce320688500dd
"Stio NEW/NWT 1275 W's Rivet Cords Magnet Size 10", $30, Sold, 10, https://poshmark.com/listing/Stio-NEWNWT-1275-Ws-Rivet-Cords-Magnet-Size-10-5e9656fb67bd91bc8259571f
"Stio Women's Pinedale technical pants, like new", $30, Sold, 2, https://poshmark.com/listing/Stio-Womens-Pinedale-technical-pants-like-new-5e96097afc204d82057e216f
"Stio Pinion Down Pullover", $100, Sold, M, https://poshmark.com/listing/Stio-Pinion-Down-Pullover-5e95cdcc4fd23a949b642985
"Stio Women’s Turpin Fleece Sweatpants", $50, Sold, XS, https://poshmark.com/listing/Stio-Womens-Turpin-Fleece-Sweatpants-5e93b8faffba9401aa15eb4b
"Stio Grey Pants", $40, Sold, 4, https://poshmark.com/listing/Stio-Grey-Pants-5e93a9d4d737fde94265db00
"Stio - Vescent Softshell Jacket, Grey", $33, Sold, XL, https://poshmark.com/listing/Stio-Vescent-Softshell-Jacket-Grey-5e91e5bb3147181c22d3c11d
"STIO pinion down sweater", $155, Sold, M, https://poshmark.com/listing/STIO-pinion-down-sweater-5e8e17c99c33785d3a6b0c7f
"Stio Board Shorts Size 32", $10, Sold, 32, https://poshmark.com/listing/Stio-Board-Shorts-Size-32-5e8bc2b1045e39f5a1f00e5f
"STIO Jackson hole fleece", $42, Sold, L, https://poshmark.com/listing/STIO-Jackson-hole-fleece-5e88de24bb5937d9982d611a
"Stio Flannel ‘Tunic’", $30, Sold, M, https://poshmark.com/listing/Stio-Flannel-Tunic-5e88bcfd6e2846a421c7cd63
"Patagonia Classic Retro-X Vest Women's - Like New!", $54, Sold, XS, https://poshmark.com/listing/Patagonia-Classic-RetroX-Vest-Womens-Like-New-5e87a50f92078658402657cb
"Patagonia Soft Shell Jacket - Like New!", $40, Sold, XS, https://poshmark.com/listing/Patagonia-Soft-Shell-Jacket-Like-New-5e87a30f09d760262695cc49
